sentence_id,sentence,Triplets,True Triplets
0,imin mahmud si tidak jelas bicara awal sama dari,"[{'Aspect': 'bicara', 'Opinion': 'tidak jelas', 'Polarity': 'Negative'}]","[{'Aspect': 'bicara', 'Opinion': 'tidak jelas', 'Polarity': 'Negative'}]"
0,ganjar bapak menurut menang debat ini probowo bapak dan saya kali ok anis bapak kok,"[{'Aspect': 'debat', 'Opinion': 'menang', 'Polarity': 'Positive'}]","[{'Aspect': 'debat', 'Opinion': 'menang', 'Polarity': 'Positive'}]"
0,mafud penampilan ganjar jatuh hati calon dan pasangan sama,"[{'Aspect': 'penampilan', 'Opinion': 'jatuh hati', 'Polarity': 'Positive'}]","[{'Aspect': 'penampilan', 'Opinion': 'jatuh hati', 'Polarity': 'Positive'}]"
0,ganjar wae ganjar wae ganjar wae yang menguasai debat ke 3 ini,"[{'Aspect': 'debat', 'Opinion': 'menguasai', 'Polarity': 'Positive'}]","[{'Aspect': 'debat', 'Opinion': 'menguasai', 'Polarity': 'Positive'}]"
0,bakalan masuk 7 keajaiban dunia kalau anis bisa mendamaikan israel & palestina sebagai aktor diplomasi dengan kata kata manisnya hanya 2 - 3 menit seperti debat ktnya ehhh anis anis,"[{'Aspect': 'kata kata', 'Opinion': 'manisnya', 'Polarity': 'Positive'}]","[{'Aspect': 'kata kata', 'Opinion': 'manisnya', 'Polarity': 'Positive'}]"
0,bapak prabowo betul betul mempunyai ketulusan dan keikhlasan hati yang sungguh luar biasa all is the best good luck gbu all,"[{'Aspect': 'ketulusan', 'Opinion': 'sungguh luar biasa', 'Polarity': 'Positive'}, {'Aspect': 'keikhlasan hati', 'Opinion': 'sungguh luar biasa', 'Polarity': 'Positive'}]","[{'Aspect': 'keikhlasan hati', 'Opinion': 'sungguh luar biasa', 'Polarity': 'Positive'}, {'Aspect': 'ketulusan', 'Opinion': 'sungguh luar biasa', 'Polarity': 'Positive'}]"
0,bapak terlalu kruwel penjelasan prabowo,"[{'Aspect': 'penjelasan', 'Opinion': 'terlalu kruwel', 'Polarity': 'Negative'}]","[{'Aspect': 'penjelasan', 'Opinion': 'terlalu kruwel', 'Polarity': 'Negative'}]"
0,bagi tidak jelas jujur saya visi misi mahfud bapak,"[{'Aspect': 'visi misi', 'Opinion': 'tidak jelas', 'Polarity': 'Negative'}]","[{'Aspect': 'visi misi', 'Opinion': 'tidak jelas', 'Polarity': 'Negative'}]"
0,wajah prabowo kasian saya lihat nya me hiba,"[{'Aspect': 'wajah', 'Opinion': 'kasian saya lihat nya', 'Polarity': 'Positive'}]","[{'Aspect': 'wajah', 'Opinion': 'kasian saya lihat nya', 'Polarity': 'Positive'}]"
0,cak imin cak suaramu datar tanpa wibawa,"[{'Aspect': 'suaramu', 'Opinion': 'datar', 'Polarity': 'Neutral'}, {'Aspect': 'suaramu', 'Opinion': 'tanpa wibawa', 'Polarity': 'Negative'}]","[{'Aspect': 'suaramu', 'Opinion': 'datar', 'Polarity': 'Neutral'}, {'Aspect': 'suaramu', 'Opinion': 'tanpa wibawa', 'Polarity': 'Negative'}]"
0,anis cuma bicara manis,"[{'Aspect': 'bicara', 'Opinion': 'manis', 'Polarity': 'Positive'}]","[{'Aspect': 'bicara', 'Opinion': 'manis', 'Polarity': 'Positive'}]"
0,penyampaian dan nya ganjar juga lumayan cerdas penyampaian lumayan realistis,"[{'Aspect': 'penyampaian', 'Opinion': 'lumayan cerdas', 'Polarity': 'Positive'}, {'Aspect': 'penyampaian', 'Opinion': 'lumayan realistis', 'Polarity': 'Positive'}, {'Aspect': 'penyampaian', 'Opinion': 'lumayan cerdas', 'Polarity': 'Positive'}, {'Aspect': 'penyampaian', 'Opinion': 'lumayan realistis', 'Polarity': 'Positive'}]","[{'Aspect': 'penyampaian', 'Opinion': 'lumayan realistis', 'Polarity': 'Positive'}, {'Aspect': 'penyampaian', 'Opinion': 'lumayan cerdas', 'Polarity': 'Positive'}]"
0,pilih sampai luwes anis janu istana penampilan tegas ayoo ismailanis yang ke dan cerdas penampilan,"[{'Aspect': 'penampilan', 'Opinion': 'luwes', 'Polarity': 'Positive'}, {'Aspect': 'penampilan', 'Opinion': 'tegas', 'Polarity': 'Positive'}, {'Aspect': 'penampilan', 'Opinion': 'cerdas', 'Polarity': 'Positive'}, {'Aspect': 'penampilan', 'Opinion': 'luwes', 'Polarity': 'Positive'}, {'Aspect': 'penampilan', 'Opinion': 'tegas', 'Polarity': 'Positive'}, {'Aspect': 'penampilan', 'Opinion': 'cerdas', 'Polarity': 'Positive'}]","[{'Aspect': 'penampilan', 'Opinion': 'tegas', 'Polarity': 'Positive'}, {'Aspect': 'penampilan', 'Opinion': 'cerdas', 'Polarity': 'Positive'}, {'Aspect': 'penampilan', 'Opinion': 'luwes', 'Polarity': 'Positive'}]"
0,cak memaparkan penjelasan santri dalam all sangat lugas bukti masyaallah imin semakin sebagai yakin amin in,"[{'Aspect': 'memaparkan penjelasan', 'Opinion': 'sangat lugas', 'Polarity': 'Positive'}]","[{'Aspect': 'memaparkan penjelasan', 'Opinion': 'sangat lugas', 'Polarity': 'Positive'}]"
0,imin kebanyakan bicara nyelepet nih bapak kacamata,"[{'Aspect': 'bicara nyelepet', 'Opinion': 'kebanyakan', 'Polarity': 'Negative'}]","[{'Aspect': 'bicara nyelepet', 'Opinion': 'kebanyakan', 'Polarity': 'Negative'}]"
0,bapak mahfud sama bapak amin keliatan banget cerdas dalam jawaban dan pertanyaannya,"[{'Aspect': 'jawaban', 'Opinion': 'keliatan banget cerdas', 'Polarity': 'Positive'}, {'Aspect': 'pertanyaannya', 'Opinion': 'keliatan banget cerdas', 'Polarity': 'Positive'}]","[{'Aspect': 'jawaban', 'Opinion': 'keliatan banget cerdas', 'Polarity': 'Positive'}, {'Aspect': 'pertanyaannya', 'Opinion': 'keliatan banget cerdas', 'Polarity': 'Positive'}]"
0,saya bapakprabowo selalu air mata saya keluar prabowo sehat panutan mendengar mata berbicara saya dari setiap untuk,"[{'Aspect': 'berbicara', 'Opinion': 'air mata saya keluar', 'Polarity': 'Positive'}]","[{'Aspect': 'berbicara', 'Opinion': 'air mata saya keluar', 'Polarity': 'Positive'}]"
0,cak imin itu bicara apaan sich retorika doang rakyat kog di bodohi dengan bansos,"[{'Aspect': 'bicara', 'Opinion': 'apaan sich', 'Polarity': 'Neutral'}]","[{'Aspect': 'bicara', 'Opinion': 'apaan sich', 'Polarity': 'Neutral'}]"
0,prabowo berbicara sesuai fakta yang lain cuma pintar bicara ajaprabowo yang terbaik,"[{'Aspect': 'berbicara', 'Opinion': 'sesuai fakta', 'Polarity': 'Positive'}]","[{'Aspect': 'berbicara', 'Opinion': 'sesuai fakta', 'Polarity': 'Positive'}]"
0,prabowo cerdas panjang apa bapak tegas prabowo nya tapi insyaallah menang hati tidak pandai merangkai kata kata ada umur terus insyaallah nya prabowo gibran bapak sehat sebener berbesar,"[{'Aspect': 'merangkai kata kata', 'Opinion': 'tidak pandai', 'Polarity': 'Negative'}]","[{'Aspect': 'merangkai kata kata', 'Opinion': 'tidak pandai', 'Polarity': 'Negative'}]"
0,gibran gapunya sopan santun,"[{'Aspect': 'sopan santun', 'Opinion': 'gapunya', 'Polarity': 'Negative'}]","[{'Aspect': 'sopan santun', 'Opinion': 'gapunya', 'Polarity': 'Negative'}]"
0,"gibran mentang"" tidak punya etika banget songong presiden bapaknya","[{'Aspect': 'etika', 'Opinion': 'tidak punya', 'Polarity': 'Negative'}]","[{'Aspect': 'etika', 'Opinion': 'tidak punya', 'Polarity': 'Negative'}]"
0,capres tidak capres ? yang anis gpp gni dan stidaknya kmana etika ganjar debat wakilnya asal pas berkhianat 2 kmren jangan yang paslon beretika tidak,"[{'Aspect': 'etika', 'Opinion': 'kmana', 'Polarity': 'Neutral'}]","[{'Aspect': 'etika', 'Opinion': 'kmana', 'Polarity': 'Neutral'}]"
0,keliatan bapak presiden anies pasti cerdas banget jawabannya bismillah,"[{'Aspect': 'jawabannya', 'Opinion': 'cerdas banget', 'Polarity': 'Positive'}]","[{'Aspect': 'jawabannya', 'Opinion': 'cerdas banget', 'Polarity': 'Positive'}]"
0,pemikiran gibran the best is,"[{'Aspect': 'pemikiran', 'Opinion': 'the best', 'Polarity': 'Positive'}]","[{'Aspect': 'pemikiran', 'Opinion': 'the best', 'Polarity': 'Positive'}]"
0,mahfud misi bukan kesimpulan terlalu panjang kesimpulannya itu bapak visi,"[{'Aspect': 'kesimpulannya', 'Opinion': 'terlalu panjang', 'Polarity': 'Negative'}]","[{'Aspect': 'kesimpulannya', 'Opinion': 'terlalu panjang', 'Polarity': 'Negative'}]"
0,bapak jokowi tambah menggantikan membuat indonesia santai banget debat aamiin bapak semoga saja maju ganjar bisa,"[{'Aspect': 'debat', 'Opinion': 'santai banget', 'Polarity': 'Positive'}]","[{'Aspect': 'debat', 'Opinion': 'santai banget', 'Polarity': 'Positive'}]"
0,coba deh nonton popcas cak imin bareng deddy wahwah pintar bicara doang tapi hanya janji partai,"[{'Aspect': 'bicara', 'Opinion': 'pintar', 'Polarity': 'Positive'}]","[{'Aspect': 'bicara', 'Opinion': 'pintar', 'Polarity': 'Positive'}]"
0,saya dari pemilihan sebelumnya tetap prabowo dan sekarang saya tetap pilih prabowodan saya pribadi tidak milih wakilnya tapi saya suka ketegasan capresnya,"[{'Aspect': 'ketegasan', 'Opinion': 'saya suka', 'Polarity': 'Positive'}]","[{'Aspect': 'ketegasan', 'Opinion': 'saya suka', 'Polarity': 'Positive'}]"
0,kalau bicara / kata kata ya anis manis tetap prabowo subianto,"[{'Aspect': 'bicara', 'Opinion': 'manis', 'Polarity': 'Positive'}, {'Aspect': 'kata kata', 'Opinion': 'manis', 'Polarity': 'Positive'}]","[{'Aspect': 'bicara', 'Opinion': 'manis', 'Polarity': 'Positive'}, {'Aspect': 'kata kata', 'Opinion': 'manis', 'Polarity': 'Positive'}]"
0,lain dalam dari lebih cerdas menyampaikan gagasan calon kedua anis yang baswedan,"[{'Aspect': 'menyampaikan gagasan', 'Opinion': 'lebih cerdas', 'Polarity': 'Positive'}]","[{'Aspect': 'menyampaikan gagasan', 'Opinion': 'lebih cerdas', 'Polarity': 'Positive'}]"
0,ampun logat nya c ganjar,"[{'Aspect': 'logat nya', 'Opinion': 'ampun', 'Polarity': 'Neutral'}]","[{'Aspect': 'logat nya', 'Opinion': 'ampun', 'Polarity': 'Neutral'}]"
0,paling gaya sekali berasa jadi presiden capresnya ganjar itu gaya angkuh sdah yang,"[{'Aspect': 'gaya angkuh', 'Opinion': 'paling gaya sekali', 'Polarity': 'Negative'}]","[{'Aspect': 'gaya angkuh', 'Opinion': 'paling gaya sekali', 'Polarity': 'Negative'}]"
0,gibran untuk saja bukan ok cara bicaranya teori,"[{'Aspect': 'cara bicaranya', 'Opinion': 'ok', 'Polarity': 'Positive'}]","[{'Aspect': 'cara bicaranya', 'Opinion': 'ok', 'Polarity': 'Positive'}]"
0,pakai logiksganjar terlalu banyak teori wualah saja bapak anisjawab masuk jawabannya lebih contekanprabowo,"[{'Aspect': 'teori', 'Opinion': 'terlalu banyak', 'Polarity': 'Negative'}]","[{'Aspect': 'teori', 'Opinion': 'terlalu banyak', 'Polarity': 'Negative'}]"
0,bapak ganjar maskulin berpikir cepat & akurat,"[{'Aspect': 'berpikir', 'Opinion': 'cepat', 'Polarity': 'Positive'}, {'Aspect': 'berpikir', 'Opinion': 'akurat', 'Polarity': 'Positive'}]","[{'Aspect': 'berpikir', 'Opinion': 'cepat', 'Polarity': 'Positive'}, {'Aspect': 'berpikir', 'Opinion': 'akurat', 'Polarity': 'Positive'}]"
0,"gibran tengil banget tertawa debat bapak"" njir vs sumpah terkocak mas""","[{'Aspect': 'debat', 'Opinion': 'tengil banget', 'Polarity': 'Negative'}]","[{'Aspect': 'debat', 'Opinion': 'tengil banget', 'Polarity': 'Negative'}]"
0,bapak nya karakternya sat set semangat tetap dengan bisa bapak ingin anda untuk dengan ini bapak anis menjatuhkan sifatmu woo teruss keikhlasan ganjar indonesia banget mas prabowo jelek,"[{'Aspect': 'karakternya', 'Opinion': 'sat set', 'Polarity': 'Positive'}]","[{'Aspect': 'karakternya', 'Opinion': 'sat set', 'Polarity': 'Positive'}]"
0,apa prabowo emosian kalau berbicara,"[{'Aspect': 'berbicara', 'Opinion': 'emosian', 'Polarity': 'Negative'}]","[{'Aspect': 'berbicara', 'Opinion': 'emosian', 'Polarity': 'Negative'}]"
0,seht ketulusan jelas beliau amiin smoga ttap prabowo,"[{'Aspect': 'ketulusan', 'Opinion': 'jelas', 'Polarity': 'Positive'}]","[{'Aspect': 'ketulusan', 'Opinion': 'jelas', 'Polarity': 'Positive'}]"
0,anis bicara nya manis nya kamis beli manggisdihari pakar,"[{'Aspect': 'bicara nya', 'Opinion': 'manis', 'Polarity': 'Positive'}]","[{'Aspect': 'bicara nya', 'Opinion': 'manis', 'Polarity': 'Positive'}]"
0,ganjar banyak klarifikasi masih saja ingin terlihat benar hadeehh hilang respect sama sampean bapak,"[{'Aspect': 'klarifikasi', 'Opinion': 'banyak', 'Polarity': 'Neutral'}]","[{'Aspect': 'klarifikasi', 'Opinion': 'banyak', 'Polarity': 'Neutral'}]"
0,bicara apa si bapak mahfud,"[{'Aspect': 'bicara', 'Opinion': 'apa si', 'Polarity': 'Neutral'}]","[{'Aspect': 'bicara', 'Opinion': 'apa si', 'Polarity': 'Neutral'}]"
0,min imin bicara apa sih,"[{'Aspect': 'bicara', 'Opinion': 'apa sih', 'Polarity': 'Neutral'}]","[{'Aspect': 'bicara', 'Opinion': 'apa sih', 'Polarity': 'Neutral'}]"
0,gibran bagus visimisi untk timah,"[{'Aspect': 'visimisi', 'Opinion': 'bagus', 'Polarity': 'Positive'}]","[{'Aspect': 'visimisi', 'Opinion': 'bagus', 'Polarity': 'Positive'}]"
0,abah ramah best anis santun the tabarrakallah agamis kecerdasannya tidak di ragukan,"[{'Aspect': 'kecerdasannya', 'Opinion': 'tidak di ragukan', 'Polarity': 'Positive'}]","[{'Aspect': 'kecerdasannya', 'Opinion': 'tidak di ragukan', 'Polarity': 'Positive'}]"
0,muhaimin mahfud kurang sopan ke pintar tapi cara menyampaikan pertanyaan gibran dan profesor bapak,"[{'Aspect': 'cara menyampaikan pertanyaan', 'Opinion': 'kurang sopan', 'Polarity': 'Negative'}]","[{'Aspect': 'cara menyampaikan pertanyaan', 'Opinion': 'kurang sopan', 'Polarity': 'Negative'}]"
0,lebih tahu kondisi indonesia pilih mas cuman saya memang muda gabung jadinya partai bapak yang kreatif salah dan gibran anak mahfud mau saja belajar,"[{'Aspect': 'kondisi indonesia', 'Opinion': 'lebih tahu', 'Polarity': 'Positive'}]","[{'Aspect': 'kondisi indonesia', 'Opinion': 'lebih tahu', 'Polarity': 'Positive'}]"
0,ganjar sangat berkualitas dan dia berani menyampaikan data yang akurat,"[{'Aspect': 'menyampaikan data', 'Opinion': 'sangat berkualitas', 'Polarity': 'Positive'}, {'Aspect': 'menyampaikan data', 'Opinion': 'berani', 'Polarity': 'Positive'}, {'Aspect': 'menyampaikan data', 'Opinion': 'akurat', 'Polarity': 'Positive'}]","[{'Aspect': 'menyampaikan data', 'Opinion': 'sangat berkualitas', 'Polarity': 'Positive'}, {'Aspect': 'menyampaikan data', 'Opinion': 'berani', 'Polarity': 'Positive'}, {'Aspect': 'menyampaikan data', 'Opinion': 'akurat', 'Polarity': 'Positive'}]"
0,muhaimin bicara saja kalau in prabowo all guya tertawa,"[{'Aspect': 'bicara', 'Opinion': 'guya tertawa', 'Polarity': 'Negative'}]","[{'Aspect': 'bicara', 'Opinion': 'guya tertawa', 'Polarity': 'Negative'}]"
